code,name,type,lng,lat,district
10066,Tân Tiến,Xã,21 51 59N, 105 36 22E,277
10069,Nam Phương Tiến,Xã,20 49 47N, 105 34 50E,277
10072,Hợp Đồng,Xã,20 52 43N, 105 41 43E,277
10075,Hoàng Văn Thụ,Xã,21 51 24N, 105 38 10E,277
10078,Hoàng Diệu,Xã,20 51 43N, 105 43 52E,277
10081,Hữu Văn,Xã,20 51 27N, 105 39 17E,277
10084,Quảng Bị,Xã,20 51 31N, 105 41 41E,277
10087,Mỹ Lương,Xã,20 50 39N, 105 39 05E,277
10090,Thượng Vực,Xã,20 50 36N, 105 43 06E,277
10093,Hồng Phong,Xã,20 50 17N, 105 41 45E,277
10096,Đồng Phú,Xã,20 50 22N, 105 42 33E,277
10099,Trần Phú,Xã,20 49 13N, 105 39 31E,277
10102,Văn Võ,Xã,20 50 00N, 105 44 32E,277
10105,Đồng Lạc,Xã,20 49 21N, 105 40 35E,277
10108,Hòa Chính,Xã,20 49 09N, 105 43 18E,277
10111,Phú Nam An,Xã,20 49 02N, 105 44 34E,277
10114,Kim Bài,Thị Trấn,20 51 20N, 105 45 54E,278
10120,Cự Khê,Xã,20 55 14N, 105 47 00E,278
10126,Bích Hòa,Xã,20 55 07N, 105 45 40E,278
10129,Mỹ Hưng,Xã,20 54 08N, 105 47 56E,278
10132,Cao Viên,Xã,20 54 18N, 105 44 32E,278
10135,Bình Minh,Xã,20 53 29N, 105 46 11E,278
10138,Tam Hưng,Xã,20 52 49N, 105 47 01E,278
10141,Thanh Cao,Xã,20 53 07N, 105 44 50E,278
10144,Thanh Thùy,Xã,20 52 32N, 105 48 35E,278
10147,Thanh Mai,Xã,20 52 02N, 105 44 50E,278
10150,Thanh Văn,Xã,20 51 15N, 105 48 13E,278
10153,Đỗ Động,Xã,20 50 35N, 105 47 06E,278
10156,Kim An,Xã,20 50 46N, 105 44 51E,278
10159,Kim Thư,Xã,20 50 28N, 105 45 54E,278
10162,Phương Trung,Xã,20 29 29N, 105 46 01E,278
10165,Tân Ước,Xã,20 49 40N, 105 48 33E,278
10168,Dân Hòa,Xã,20 49 03N, 105 47 12E,278
10171,Liên Châu,Xã,20 48 38N, 105 49 13E,278
10174,Cao Dương,Xã,20 48 28N, 105 45 31E,278
10177,Xuân Dương,Xã,20 47 59N, 105 44 45E,278
10180,Hồng Dương,Xã,20 47 47N, 105 47 00E,278
10183,Thường Tín,Thị Trấn,20 52 20N, 105 51 38E,279
10186,Ninh Sở,Xã,20 53 56N, 105 53 06E,279
10189,Nhị Khê,Xã,20 53 58N, 105 50 38E,279
10192,Duyên Thái,Xã,20 53 59N, 105 51 53E,279
10195,Khánh Hà,Xã,20 53 38N, 105 49 22E,279
10198,Hòa Bình,Xã,20 52 41N, 105 50 03E,279
10201,Văn Bình,Xã,20 52 57N, 105 51 33E,279
10204,Hiền Giang,Xã,20 52 35N, 105 49 08E,279
10207,Hồng Vân,Xã,20 52 46N, 105 54 31E,279
10210,Vân Tảo,Xã,20 52 14N, 105 53 29E,279
10213,Liên Phương,Xã,20 52 48N, 105 52 45E,279
10216,Văn Phú,Xã,20 52 09N, 105 51 07E,279
10219,Tự Nhiên,Xã,20 51 39N, 105 55 20E,279
10222,Tiền Phong,Xã,20 51 07N, 105 49 53E,279
10225,Hà Hồi,Xã,20 51 38N, 105 52 30E,279
10228,Thư Phú,Xã,20 51 42N, 105 54 10E,279
10231,Nguyễn Trãi,Xã,20 50 39N, 105 51 16E,279
10234,Quất Động,Xã,20 50 43N, 105 52 33E,279
10237,Chương Dương,Xã,20 50 46N, 105 54 06E,279
10240,Tân Minh,Xã,20 50 23N, 105 50 18E,279
10243,Lê Lợi,Xã,20 49 46N, 105 53 53E,279
10246,Thắng Lợi,Xã,20 49 31N, 105 52 47E,279
10249,Dũng Tiến,Xã,20 49 16N, 105 51 11E,279
10252,Thống Nhất,Xã,20 48 24N, 105 54 30E,279
10255,Nghiêm Xuyên,Xã,20 48 23N, 105 51 06E,279
10258,Tô Hiệu,Xã,20 48 16N, 105 53 06E,279
10261,Văn Tự,Xã,20 47 10N, 105 53 05E,279
10264,Vạn Điểm,Xã,20 46 58N, 105 54 31E,279
10267,Minh Cường,Xã,20 45 51N, 105 54 04E,279
10270,Phú Minh,Thị Trấn,20 46 59N, 105 54 59E,280
10273,Phú Xuyên,Thị Trấn,20 44 24N, 105 54 28E,280
10276,Hồng Minh,Xã,20 47 38N, 105 49 19E,280
10279,Phượng Dực,Xã,20 47 28N, 105 51 11E,280
10282,Văn Nhân,Xã,20 46 35N, 105 55 18E,280
10285,Thụy Phú,Xã,20 46 43N, 105 56 18E,280
10288,Tri Trung,Xã,20 46 39N, 105 49 36E,280
10291,Đại Thắng,Xã,20 46 25N, 105 52 26E,280
10294,Phú Túc,Xã,20 45 58N, 105 48 18E,280
10297,Văn Hoàng,Xã,20 46 22N, 105 51 05E,280
10300,Hồng Thái,Xã,20 45 39N, 105 57 05E,280
10303,Hoàng Long,Xã,20 45 24N, 105 49 47E,280
10306,Quang Trung,Xã,20 45 31N, 105 52 59E,280
10309,Nam Phong,Xã,20 45 27N, 105 55 21E,280
10312,Nam Triều,Xã,20 44 59N, 105 55 51E,280
10315,Tân Dân,Xã,20 44 47N, 105 52 01E,280
10318,Sơn Hà,Xã,20 44 33N, 105 53 32E,280
10321,Chuyên Mỹ,Xã,20 43 47N, 105 51 35E,280
10324,Khai Thái,Xã,20 43 15N, 105 57 16E,280
10327,Phúc Tiến,Xã,20 43 08N, 105 55 14E,280
10330,Vân Từ,Xã,20 43 03N, 105 53 12E,280
10333,Tri Thủy,Xã,20 42 12N, 105 57 03E,280
10336,Đại Xuyên,Xã,20 41 52N, 105 55 21E,280
10339,Phú Yên,Xã,20 42 10N, 105 53 28E,280
10342,Bạch Hạ,Xã,20 41 18N, 105 56 39E,280
10345,Quang Lãng,Xã,20 41 29N, 105 58 55E,280
10348,Châu Can,Xã,20 40 59N, 105 54 03E,280
10351,Minh Tân,Xã,20 40 10N, 105 57 49E,280
10354,Vân Đình,Thị Trấn,20 43 58N, 105 45 49E,281
10357,Viên An,Xã,20 47 58N, 105 43 24E,281
10360,Viên Nội,Xã,20 47 17N, 105 43 27E,281
10363,Hoa Sơn,Xã,20 46 38N, 105 44 52E,281
10366,Quảng Phú Cầu,Xã,20 46 40N, 105 47 02E,281
10369,Trường Thịnh,Xã,20 46 01N, 105 45 53E,281
10372,Cao Thành,Xã,20 45 46N, 105 44 03E,281
10375,Liên Bạt,Xã,20 44 59N, 105 46 20E,281
10378,Sơn Công,Xã,20 45 01N, 105 42 51E,281
10381,Đồng Tiến,Xã,20 44 19N, 105 44 23E,281
10384,Phương Tú,Xã,20 43 48N, 105 47 49E,281
10387,Trung Tú,Xã,20 43 26N, 105 49 51E,281
10390,Đồng Tân,Xã,20 42 50N, 105 50 20E,281
10393,Tảo Dương Văn,Xã,20 42 41N, 105 47 29E,281
10396,Vạn Thái,Xã,20 42 23N, 105 46 31E,281
10399,Minh Đức,Xã,20 42 12N, 105 52 02E,281
10402,Hòa Lâm,Xã,20 41 33N, 105 48 22E,281
10405,Hòa Xá,Xã,20 41 49N, 105 45 15E,281
10408,Trầm Lộng,Xã,20 41 21N, 105 50 12E,281
10411,Kim Đường,Xã,20 40 36N, 105 52 02E,281
10414,Hòa Nam,Xã,20 41 10N, 105 46 05E,281
10417,Hòa Phú,Xã,20 40 35N, 105 46 45E,281
10420,Đội Bình,Xã,20 39 19N, 105 49 01E,281
10423,Đại Hùng,Xã,20 40 06N, 105 50 03E,281
10426,Đông Lỗ,Xã,20 39 43N, 105 53 12E,281
10429,Phù Lưu,Xã,20 39 43N, 105 47 33E,281
10432,Đại Cường,Xã,20 39 31N, 105 51 28E,281
10435,Lưu Hoàng,Xã,20 38 54N, 105 48 10E,281
10438,Hồng Quang,Xã,20 37 25N, 105 47 38E,281
10441,Đại Nghĩa,Thị Trấn,20 40 48N, 105 44 14E,282
10444,Đồng Tâm,Xã,20 48 15N, 105 40 21E,282
10447,Thượng Lâm,Xã,20 47 34N, 105 40 07E,282
10450,Tuy Lai,Xã,20 45 27N, 105 39 59E,282
10453,Phúc Lâm,Xã,20 48 51N, 105 41 40E,282
10456,Mỹ Thành,Xã,20 46 51N, 105 41 54E,282
10459,Bột Xuyên,Xã,20 46 45N, 105 42 47E,282
10462,An Mỹ,Xã,20 45 05N, 105 41 19E,282
10465,Hồng Sơn,Xã,20 43 20N, 104 41 12E,282
10468,Lê Thanh,Xã,20 43 22N, 105 42 51E,282
10471,Xuy Xá,Xã,20 42 47N, 105 44 01E,282
10474,Phùng Xá,Xã,20 43 09N, 105 45 22E,282
10477,Phù Lưu Tế,Xã,20 41 54N, 105 44 14E,282
10480,Đại Hưng,Xã,20 39 45N, 105 45 28E,282
10483,Vạn Kim,Xã,20 38 54N, 105 47 00E,282
10486,Đốc Tín,Xã,20 38 10N, 105 46 50E,282
10489,Hương Sơn,Xã,20 36 09N, 105 45 48E,282
10492,Hùng Tiến,Xã,20 38 06N, 105 45 19E,282
10495,An Tiến,Xã,20 39 23N, 105 43 50E,282
10498,Hợp Tiến,Xã,20 41 10N, 105 41 36E,282
10501,Hợp Thanh,Xã,20 40 13N, 105 42 04E,282
10504,An Phú,Xã,20 37 41N, 105 41 36E,282
00688,Quang Trung,Phường,22 50 54N, 104 59 01E,024
00691,Trần Phú,Phường,22 50 04N, 104 59 28E,024
00692,Ngọc Hà,Phường,,024
00694,Nguyễn Trãi,Phường,22 49 05N, 104 58 21E,024
00697,Minh Khai,Phường,22 50 31N, 105 02 00E,024
00700,Ngọc Đường,Xã,22 50 31N, 105 02 00E,024
00946,Phương Độ,Xã,22 49 17N, 104 54 48E,024
00949,Phương Thiện,Xã,22 47 08N, 104 56 40E,024
00712,Phó Bảng,Thị Trấn,23 15 14N, 105 11 14E,026
00721,Đồng Văn,Thị Trấn,23 17 23N, 105 21 29E,026
00715,Lũng Cú,Xã,23 21 30N, 105 18 48E,026
00718,Má Lé,Xã,23 18 52N, 105 18 34E,026
00724,Lũng Táo,Xã,23 17 00N, 105 16 15E,026
00727,Phố Là,Xã,23 15 56N, 105 09 42E,026
00730,Thài Phìn Tủng,Xã,23 15 44N, 105 17 56E,026
00733,Sủng Là,Xã,23 14 42N, 105 12 48E,026
00736,Xà Phìn,Xã,23 15 29N, 105 14 55E,026
00739,Tả Phìn,Xã,23 14 15N, 105 18 53E,026
00742,Tả Lủng,Xã,23 14 01N, 105 21 02E,026
00745,Phố Cáo,Xã,23 12 51N, 105 10 11E,026
00748,Sính Lủng,Xã,23 12 53N, 105 16 43E,026
00751,Sảng Tủng,Xã,23 12 24N, 105 14 11E,026
00754,Lũng Thầu,Xã,23 11 18N, 105 10 05E,026
00757,Hố Quáng Phìn,Xã,23 10 21N, 105 16 06E,026
00760,Vần Chải,Xã,23 08 51N, 105 12 21E,026
00763,Lũng Phìn,Xã,23 07 45N, 105 16 33E,026
00766,Sủng Trái,Xã,23 07 25N, 105 14 56E,026
00769,Mèo Vạc,Thị Trấn,23 09 09N, 105 24 21E,027
00772,Thượng Phùng,Xã,23 16 44N, 105 25 49E,027
00775,Pải Lủng,Xã,23 14 32N, 105 23 25E,027
00778,Xín Cái,Xã,23 12 52N, 105 27 27E,027
00781,Pả Vi,Xã,23 12 20N, 105 23 55E,027
00784,Giàng Chu Phìn,Xã,23 11 45N, 105 27 13E,027
00787,Sủng Trà,Xã,23 10 18N, 105 21 09E,027
00790,Sủng Máng,Xã,23 09 22N, 105 20 42E,027
00793,Sơn Vĩ,Xã,23 09 21N, 105 32 26E,027
00796,Tả Lủng,Xã,23 09 14N, 105 23 10E,027
00799,Cán Chu Phìn,Xã,23 08 24N, 105 28 03E,027
00802,Lũng Pù,Xã,23 07 29N, 105 29 51E,027
00805,Lũng Chinh,Xã,23 08 15N, 105 19 39E,027
00808,Tát Ngà,Xã,23 06 06N, 105 25 08E,027
00811,Nậm Ban,Xã,23 04 49N, 105 21 28E,027
00814,Khâu Vai,Xã,23 03 54N, 105 29 03E,027
00815,Niêm Tòng,Xã,,027
00817,Niêm Sơn,Xã,23 01 52N, 105 25 34E,027
00820,Yên Minh,Thị Trấn,23 06 58N, 105 08 25E,028
00823,Thắng Mố,Xã,23 13 59N, 105 05 35E,028
00826,Phú Lũng,Xã,23 14 27N, 105 04 04E,028
00829,Sủng Tráng,Xã,23 12 29N, 105 06 44E,028
00832,Bạch Đích,Xã,23 12 22N, 105 02 44E,028
00835,Na Khê,Xã,23 10 13N, 105 01 55E,028
00838,Sủng Thài,Xã,23 10 12N, 105 08 28E,028
00841,Hữu Vinh,Xã,23 08 47N, 105 10 31E,028
00844,Lao Và Chải,Xã,23 06 44N, 105 05 17E,028
00847,Mậu Duệ,Xã,23 03 57N, 105 13 25E,028
00850,Đông Minh,Xã,23 05 25N, 105 10 07E,028
00853,Mậu Long,Xã,23 04 21N, 105 17 35E,028
00856,Ngam La,Xã,23 02 46N, 105 10 23E,028
00859,Ngọc Long,Xã,22 59 21N, 105 19 24E,028
00862,Đường Thượng,Xã,22 59 20N, 105 10 23E,028
00865,Lũng Hồ,Xã,22 59 01N, 105 14 21E,028
00868,Du Tiến,Xã,22 55 18N, 105 17 24E,028
00871,Du Già,Xã,22 55 28N, 105 12 01E,028
00874,Tam Sơn,Thị Trấn,23 04 16N, 104 58 13E,029
00877,Bát Đại Sơn,Xã,23 08 48N, 104 58 26E,029
00880,Nghĩa Thuận,Xã,23 08 49N, 104 54 48E,029
00883,Cán Tỷ,Xã,23 06 07N, 105 02 37E,029
00886,Cao Mã Pờ,Xã,23 06 27N, 104 50 31E,029
00889,Thanh Vân,Xã,23 06 05N, 104 58 07E,029
00892,Tùng Vài,Xã,23 04 34N, 104 53 00E,029
00895,Đông Hà,Xã,23 01 26N, 105 01 38E,029
00898,Quản Bạ,Xã,23 02 43N, 105 00 35E,029
00901,Lùng Tám,Xã,23 02 15N, 105 05 05E,029
00904,Quyết Tiến,Xã,23 00 16N, 104 58 01E,029
00907,Tả Ván,Xã,23 00 53N, 104 51 41E,029
00910,Thái An,Xã,22 58 47N, 105 05 21E,029
00913,Vị Xuyên,Thị Trấn,22 39 59N, 104 58 11E,030
00916,Nông Trường Việt Lâm,Thị Trấn,22 37 19N, 104 57 41E,030
00703,Kim Thạch,Xã,22 47 34N, 105 02 34E,030
00706,Phú Linh,Xã,22 44 14N, 105 01 00E,030
00709,Kim Linh,Xã,22 44 51N, 105 05 17E,030
00919,Minh Tân,Xã,22 58 08N, 104 54 26E,030
00922,Thuận Hoà,Xã,22 55 57N, 104 59 53E,030
00925,Tùng Bá,Xã,22 53 59N, 105 05 47E,030
00928,Thanh Thủy,Xã,22 54 12N, 104 51 27E,030
00931,Thanh Đức,Xã,22 53 24N, 104 08 27E,030
00934,Phong Quang,Xã,22 52 22N, 104 56 51E,030
00937,Xín Chải,Xã,22 51 48N, 104 46 31E,030
00940,Phương Tiến,Xã,22 50 27N, 104 52 06E,030
00943,Lao Chải,Xã,22 49 46N, 104 46 23E,030
00952,Cao Bồ,Xã,22 45 05N, 104 52 49E,030
00955,Đạo Đức,Xã,22 44 04N, 104 58 21E,030
00958,Thượng Sơn,Xã,22 40 36N, 104 49 58E,030
00961,Linh Hồ,Xã,22 41 59N, 105 05 04E,030
00964,Quảng Ngần,Xã,22 39 23N, 104 52 47E,030
00967,Việt Lâm,Xã,22 38 46N, 104 55 40E,030
00970,Ngọc Linh,Xã,22 38 58N, 105 00 46E,030
00973,Ngọc Minh,Xã,22 37 33N, 105 06 08E,030
00976,Bạch Ngọc,Xã,22 33 52N, 105 03 33E,030
00979,Trung Thành,Xã,22 34 09N, 104 57 56E,030
00991,Yên Phú,Thị Trấn,22 45 41N, 105 20 12E,031
00982,Minh Sơn,Xã,22 50 56N, 105 12 24E,031
00985,Giáp Trung,Xã,22 48 19N, 105 17 59E,031
00988,Yên Định,Xã,22 47 46N, 105 06 36E,031
00994,Minh Ngọc,Xã,22 44 47N, 105 10 03E,031
00997,Yên Phong,Xã,22 46 32N, 105 24 32E,031
01000,Lạc Nông,Xã,22 44 39N, 105 15 23E,031
01003,Phú Nam,Xã,22 43 34N, 105 25 51E,031
01006,Yên Cường,Xã,22 41 08N, 105 21 58E,031
01009,Thượng Tân,Xã,22 41 01N, 105 14 57E,031
01012,Đường Âm,Xã,22 39 26N, 105 28 04E,031
01015,Đường Hồng,Xã,22 38 21N, 105 24 39E,031
01018,Phiêng Luông,Xã,22 37 48N, 105 18 12E,031
01021,Vinh Quang,Thị Trấn,22 44 32N, 104 40 54E,032
01024,Bản Máy,Xã,22 49 25N, 104 34 04E,032
01027,Thàng Tín,Xã,22 49 04N, 104 38 19E,032
01030,Thèn Chu Phìn,Xã,22 48 07N, 104 42 45E,032
01033,Pố Lồ,Xã,22 47 06N, 104 41 00E,032
01036,Bản Phùng,Xã,22 47 20N, 104 34 24E,032
01039,Túng Sán,Xã,22 45 43N, 104 46 12E,032
01042,Chiến Phố,Xã,22 46 27N, 104 37 48E,032
01045,Đản Ván,Xã,22 46 23N, 104 43 34E,032
01048,Tụ Nhân,Xã,22 44 11N, 104 39 38E,032
01051,Tân Tiến,Xã,22 44 20N, 104 43 30E,032
01054,Nàng Đôn,Xã,22 42 33N, 104 35 49E,032
01057,Pờ Ly Ngài,Xã,22 42 13N, 104 37 02E,032
01060,Sán Xả Hồ,Xã,22 42 04N, 104 38 32E,032
01063,Bản Luốc,Xã,22 41 37N, 104 39 48E,032
01066,Ngàm Đăng Vài,Xã,22 42 39N, 104 42 41E,032
01069,Bản Nhùng,Xã,22 42 22N, 104 45 10E,032
01072,Tả Sử Choóng,Xã,22 40 33N, 104 45 48E,032
01075,Nậm Dịch,Xã,22 40 01N, 104 41 50E,032
01078,Bản Péo,Xã,22 39 24N, 104 44 14E,032
01081,Hồ Thầu,Xã,22 37 47N, 104 37 53E,032
01084,Nam Sơn,Xã,22 37 34N, 104 42 01E,032
01087,Nậm Tỵ,Xã,22 36 13N, 104 45 55E,032
01090,Thông Nguyên,Xã,22 34 37N, 104 44 53E,032
01093,Nậm Khòa,Xã,22 33 58N, 104 40 12E,032
01096,Cốc Pài,Thị Trấn,22 41 18N, 104 26 14E,033
01099,Nàn Xỉn,Xã,22 46 52N, 104 33 07E,033
01102,Bản Díu,Xã,22 44 46N, 104 33 53E,033
01105,Chí Cà,Xã,22 43 55N, 104 27 06E,033
01108,Xín Mần,Xã,22 45 36N, 104 29 57E,033
01111,Trung Thịnh,Xã,22 42 18N, 104 34 36E,033
01114,Thèn Phàng,Xã,22 43 13N, 104 29 58E,033
01117,Ngán Chiên,Xã,22 42 12N, 104 33 05E,033
01120,Pà Vầy Sủ,Xã,22 42 03N, 104 22 58E,033
01123,Cốc Rế,Xã,22 40 30N, 104 31 02E,033
01126,Thu Tà,Xã,22 39 50N, 104 34 08E,033
01129,Nàn Ma,Xã,22 39 18N, 104 25 38E,033
01132,Tả Nhìu,Xã,22 40 13N, 104 29 11E,033
01135,Bản Ngò,Xã,22 38 32N, 104 27 25E,033
01138,Chế Là,Xã,22 37 33N, 104 30 54E,033
01141,Nấm Dẩn,Xã,22 35 51N, 104 29 40E,033
01144,Quảng Nguyên,Xã,22 35 21N, 104 33 53E,033
01147,Nà Chì,Xã,22 31 34N, 104 28 21E,033
01150,Khuôn Lùng,Xã,22 30 09N, 104 32 11E,033
01153,Việt Quang,Thị Trấn,22 25 38N, 104 48 13E,034
01156,Vĩnh Tuy,Thị Trấn,22 16 03N, 104 53 45E,034
01159,Tân Lập,Xã,22 32 44N, 104 50 09E,034
01162,Tân Thành,Xã,22 33 08N, 104 54 25E,034
01165,Đồng Tiến,Xã,22 31 17N, 105 00 42E,034
01168,Đồng Tâm,Xã,22 30 03N, 104 56 00E,034
01171,Tân Quang,Xã,22 29 53N, 104 52 14E,034
01174,Thượng Bình,Xã,22 28 37N, 105 01 59E,034
01177,Hữu Sản,Xã,22 26 23N, 105 04 10E,034
01180,Kim Ngọc,Xã,22 26 20N, 104 56 15E,034
01183,Việt Vinh,Xã,22 26 48N, 104 51 45E,034
01186,Bằng Hành,Xã,22 26 12N, 104 59 54E,034
01189,Quang Minh,Xã,22 23 48N, 104 52 10E,034
01192,Liên Hiệp,Xã,22 22 55N, 105 01 48E,034
01195,Vô Điếm,Xã,22 22 04N, 104 56 07E,034
01198,Việt Hồng,Xã,22 21 59N, 104 47 14E,034
01201,Hùng An,Xã,22 20 56N, 104 51 07E,034
01204,Đức Xuân,Xã,22 18 51N, 105 00 51E,034
01207,Tiên Kiều,Xã,22 18 49N, 104 48 59E,034
01210,Vĩnh Hảo,Xã,22 15 13N, 104 52 01E,034
01213,Vĩnh Phúc,Xã,22 15 04N, 104 47 28E,034
01216,Đồng Yên,Xã,22 12 25N, 104 48 14E,034
01219,Đông Thành,Xã,22 12 50N, 104 51 03E,034
01222,Xuân Minh,Xã,22 30 03N, 104 45 07E,035
01225,Tiên Nguyên,Xã,22 30 06N, 104 40 08E,035
01228,Tân Nam,Xã,22 29 20N, 104 35 09E,035
01231,Bản Rịa,Xã,22 27 01N, 104 28 58E,035
01234,Yên Thành,Xã,22 25 32N, 104 31 57E,035
01237,Yên Bình,Xã,22 24 05N, 104 36 01E,035
01240,Tân Trịnh,Xã,22 24 58N, 104 44 32E,035
01243,Tân Bắc,Xã,22 25 32N, 104 42 42E,035
01246,Bằng Lang,Xã,22 21 48N, 104 38 05E,035
01249,Yên Hà,Xã,22 20 28N, 104 42 17E,035
01252,Hương Sơn,Xã,22 18 55N, 104 45 28E,035
01255,Xuân Giang,Xã,22 18 52N, 104 38 24E,035
01258,Nà Khương,Xã,22 16 50N, 104 34 31E,035
01261,Tiên Yên,Xã,22 17 20N, 104 42 17E,035
01264,Vĩ Thượng,Xã,22 14 11N, 104 44 09E,035
01267,Sông Hiến,Phường,22 39 47N, 106 13 55E,040
01270,Sông Bằng,Phường,22 39 53N, 106 16 29E,040
01273,Hợp Giang,Phường,22 39 57N, 106 15 25E,040
01276,Tân Giang,Phường,22 38 39N, 106 15 55E,040
01279,Ngọc Xuân,Xã,22 41 10N, 106 14 58E,040
01282,Đề Thám,Xã,22 40 14N, 106 13 01E,040
01285,Hoà Chung,Xã,22 38 43N, 106 14 47E,040
01288,Duyệt Trung,Xã,22 37 45N, 106 17 19E,040
01290,Pác Mi Ầu,Thị Trấn,,042
01291,Đức Hạnh,Xã,23 02 42N, 105 32 08E,042
01294,Lý Bôn,Xã,22 56 46N, 105 30 28E,042
01296,Nam Cao,Xã,,042
01297,Nam Quang,Xã,22 55 12N, 105 26 35E,042
01300,Vĩnh Quang,Xã,22 53 18N, 105 35 08E,042
01303,Quảng Lâm,Xã,22 51 44N, 105 21 46E,042
01304,Thạch Lâm,Xã,,042
01306,Tân Việt,Xã,22 51 05N, 105 26 22E,042
01309,Vĩnh Phong,Xã,22 50 11N, 105 34 54E,042
01312,Mông Ân,Xã,22 49 16N, 105 30 02E,042
01315,Thái Học,Xã,22 44 45N, 103 33 20E,042
01316,Thái Sơn,Xã,,042
01318,Yên Thổ,Xã,22 41 39N, 105 31 48E,042
01321,Bảo Lạc,Thị Trấn,22 56 46N, 105 40 38E,043
01324,Cốc Pàng,Xã,23 02 18N, 105 37 08E,043
01327,Thượng Hà,Xã,23 00 24N, 105 41 01E,043
01330,Cô Ba,Xã,22 59 52N, 105 44 19E,043
01333,Bảo Toàn,Xã,22 57 32N, 105 35 49E,043
01336,Khánh Xuân,Xã,22 57 23N, 105 47 42E,043
01339,Xuân Trường,Xã,22 55 29N, 105 49 07E,043
01342,Hồng Trị,Xã,22 53 07N, 105 40 09E,043
01343,Kim Cúc,Xã,,043
01345,Phan Thanh,Xã,22 53 28N, 105 44 46E,043
01348,Hồng An,Xã,22 50 14N, 105 50 01E,043
01351,Hưng Đạo,Xã,22 48 58N, 105 40 34E,043
01352,Hưng Thịnh,Xã,,043
01354,Huy Giáp,Xã,22 48 56N, 105 46 38E,043
01357,Đình Phùng,Xã,22 45 57N, 105 47 22E,043
01359,Sơn Lập,Xã,,043
01360,Sơn Lộ,Xã,22 43 52N, 105 39 11E,043
01363,Thông Nông,Thị Trấn,22 46 51N, 105 58 51E,044
01366,Cần Yên,Xã,22 54 48N, 105 53 42E,044
01367,Cần Nông,Xã,,044
01369,Vị Quang,Xã,22 54 52N, 105 57 00E,044
01372,Lương Thông,Xã,22 51 40N, 105 55 57E,044
01375,Đa Thông,Xã,22 48 29N, 105 58 27E,044
01378,Ngọc Động,Xã,22 47 51N, 105 55 41E,044
01381,Yên Sơn,Xã,22 46 51N, 105 53 43E,044
01384,Lương Can,Xã,22 45 43N, 106 00 57E,044
01387,Thanh Long,Xã,22 44 34N, 105 57 05E,044
01390,Bình Lãng,Xã,22 42 54N, 105 58 59E,044
01392,Xuân Hoà,Thị Trấn,,045
01393,Lũng Nặm,Xã,22 57 41N, 106 06 11E,045
01396,Kéo Yên,Xã,22 56 49N, 106 04 28E,045
01399,Trường Hà,Xã,22 57 40N, 106 02 30E,045
01402,Vân An,Xã,22 58 20N, 106 08 39E,045
01405,Cải Viên,Xã,22 58 08N, 106 11 28E,045
01408,Nà Sác,Xã,22 55 53N, 106 01 24E,045
01411,Nội Thôn,Xã,22 56 15N, 106 10 33E,045
01414,Tổng Cọt,Xã,22 55 11N, 106 13 25E,045
01417,Sóc Hà,Xã,22 54 56N, 105 59 23E,045
01420,Thượng Thôn,Xã,22 53 59N, 106 08 16E,045
01423,Vần Dính,Xã,22 53 34N, 106 04 28E,045
01426,Hồng Sĩ,Xã,22 52 34N, 106 09 42E,045
01429,Sĩ Hai,Xã,22 52 26N, 106 11 37E,045
01432,Quý Quân,Xã,22 51 36N, 106 01 12E,045
01435,Mã Ba,Xã,22 50 54N, 106 11 24E,045
01438,Phù Ngọc,Xã,22 50 33N, 106 07 53E,045
01441,Đào Ngạn,Xã,22 50 41N, 106 05 46E,045
01444,Hạ Thôn,Xã,22 49 01N, 106 11 00E,045
01447,Hùng Quốc,Thị Trấn,22 50 50N, 106 19 02E,046
01450,Cô Mười,Xã,22 52 41N, 106 15 14E,046
01453,Tri Phương,Xã,22 51 42N, 106 23 35E,046
01456,Quang Hán,Xã,22 50 18N, 106 17 44E,046
01459,Quang Vinh,Xã,22 50 03N, 106 14 37E,046
01462,Xuân Nội,Xã,22 49 15N, 106 22 14E,046
01465,Quang Trung,Xã,22 49 45N, 106 24 47E,046
01468,Lưu Ngọc,Xã,22 47 57N, 106 15 48E,046
01471,Cao Chương,Xã,22 47 35N, 106 19 45E,046
01474,Quốc Toản,Xã,22 44 10N, 106 19 21E,046
01477,Trùng Khánh,Thị Trấn,22 49 54N, 106 31 36E,047
01480,Ngọc Khê,Xã,22 54 00N, 106 33 35E,047
01481,Ngọc Côn,Xã,,047
01483,Phong Nậm,Xã,22 53 56N, 106 31 08E,047
01486,Ngọc Chung,Xã,22 53 00N, 106 27 39E,047
01489,Đình Phong,Xã,22 52 15N, 106 36 25E,047
01492,Lăng Yên,Xã,22 51 32N, 106 26 10E,047
01495,Đàm Thuỷ,Xã,22 51 00N, 106 41 36E,047
01498,Khâm Thành,Xã,22 51 32N, 106 31 28E,047
01501,Chí Viễn,Xã,22 49 43N, 106 38 25E,047
01504,Lăng Hiếu,Xã,22 50 45N, 106 29 10E,047
01507,Phong Châu,Xã,22 49 05N, 106 35 48E,047
01510,Đình Minh,Xã,22 49 33N, 106 32 36E,047
01513,Cảnh Tiên,Xã,22 48 51N, 106 30 39E,047
01516,Trung Phúc,Xã,22 47 29N, 106 26 40E,047
01519,Cao Thăng,Xã,22 47 12N, 106 34 20E,047
01522,Đức Hồng,Xã,22 47 20N, 106 30 52E,047
